word,count;
フローにおいて用いるための会合性ポリマーおよび関連組成物、方法ならびにシステム,1;
Dreistufige,1;
Bildes,1;
CONCENTRIC,1;
Gasturbinenmotoren,1;
biorenewable,1;
One-step,1;
peroxide,1;
Life,1;
cooler,1;
BINDING,1;
tube,1;
communications,1;
boundaries,1;
breakaway,1;
Base,1;
オレフィンの二量化および／またはオリゴマー化のための非担持ヘテロポリ酸金属塩触媒,1;
"""GREEN"",1";
POWERING,1;
HYPERGOLIC,1;
FAME,1;
incorporating,1;
Stereolithographic,1;
Rocket,1;
driven,1;
hurricane),1;
maneuver,1;
Antioxidants,1;
SPRING,1;
aggregate,1;
INSTALLATION,1;
fats,,1;
co-generation,1;
Decarboxylative,1;
grasses,1;
procedures,1;
flame-arrestor,1;
AIRPORT,1;
INDUSTRY,1;
GAS-STEAM,1;
MICRO-QUANTITIES,1;
precipitator,1;
bioreactor,1;
FUEL-EFFICIENT,1;
depressurization,1;
tipjets,1;
Trim,1;
durable,1;
payload,1;
THEREFROM,1;
BLAST,1;
Ice,1;
ersten,1;
ITEMS,1;
CALCULATING,1;
CONVERSION-READY,1;
DRY,1;
Dynamics,1;
apparatuses,,1;
spent,1;
chemoautotrophic,1;
antiknock,1;
filter,1;
Enrichment,1;
subsurface,1;
EXPOSURE,1;
ALKANE,1;
RE-USABLE,1;
SET,,1;
Converter,1;
MIXER,1;
SUSPENDED,1;
hydrocarbon-contaminated,1;
DH-20.141,1;
safe,1;
Cruise,1;
als,1;
ELECTROLYSER,1;
RAPID,1;
REDUCTION,1;
APPARATUS,,1;
electron,1;
Contaminate,1;
HYDRIDES,1;
Spaceship,1;
blow-in,1;
Spacecraft,1;
DEPLOYING,1;
air-vehicle,1;
Derrieus,1;
Butanediol,1;
航空機の電力管理装置,1;
CHARACTERISTICS,,1;
Bereitstellung,1;
超音速燃焼器の着火方法及び着火制御装置,1;
INDEX,,1;
PLASMOLYSIS,1;
ION,1;
Functional,1;
Turbine,,1;
RESPONSE,1;
phosphorus,1;
utilization-based,1;
ELECTRIC-VEHICLES.,1;
program,1;
Quasi-isothermal,1;
PLASTICS,1;
WINGBOX,1;
Start/,1;
Brennraumanpassung,1;
AREAS,1;
EMULSIFIER.,1;
Emissionen,,1;
span,1;
Cobalt,1;
range,1;
Recovering,1;
Dynamically,1;
"""SO-90"",1";
dish,1;
90%,1;
cooled,1;
Inflight,1;
二重圧縮機４ホイールターボマシンを用いた環境制御システムの改善された予冷方法および航空機,1;
Schubrichtungsschwenkanlagen,1;
GAS.,1;
POLYISOBUTENE,1;
SURFACTANTS,1;
Electrochemical,1;
detecting,1;
attributable,1;
rescue,1;
(ACCELERATION),1;
Drehkolbenkraftmaschinen,1;
ortho-phosphate-vanadate,1;
GLIDING,1;
Nutzung,1;
seat,1;
EROSION,1;
frozen,1;
KIT,1;
di/dt,1;
HEAVY-DUTY,1;
IONIC,1;
Blade,1;
NANOTUBE,1;
NOSE,1;
EDDY,1;
Improving,1;
satisfy,1;
hazardous,1;
fires,1;
alkylbenzenes,1;
bio-renewable,1;
Wheeled,1;
Pumps,1;
alternating,1;
on-line,1;
Landungsbasis,1;
STEUERUNGSSYSTEM,1;
TRAP,1;
RELIGHT,1;
bus,1;
MULTI-WALLED,1;
stress-relief,1;
LITTER,,1;
Brayton,1;
SERVICES,1;
microbes,1;
Nannochloropsis,1;
5,1;
grid:,1;
zweites,1;
Ortho-phosphate,,1;
BLADES,1;
Multi-fuel,,1;
object,1;
naphthas,1;
LAND,1;
fatigue,1;
Hybrid-Rockets,1;
GREEN,1;
überbasischer,1;
Aufbereitung,1;
throat,1;
CAPACITIVE,1;
solvents,1;
cracking,1;
options,1;
reflection,1;
Open,1;
Flammenueberwachung,1;
Beeinflussung,1;
BY-PRODUCT,1;
LIQUEFYING,1;
TRICYCLIC,1;
Climate,1;
determination,1;
concentration,1;
monopropellants,1;
PET,1;
film-forming,1;
nutrients,1;
99%,1;
Augmenting,1;
ABGASGEHALT,1;
FORMULIERUNGEN,1;
CANARIUM,1;
GAGING,1;
COMPACT,1;
rendered,1;
CONCENTRATION,1;
CO2-STREAMS,1;
UNDERGROUND,1;
recovery,,1;
moderation,1;
Sintering,1;
Surface,1;
winglets,1;
AGR044-M06,1;
rate,1;
Damping,1;
INTENSIFICATION,1;
C3,1;
hemispherical-shaped,1;
SELECTING,1;
Gasturbine,1;
NITRIDABLE,1;
multi-axis,1;
vane,1;
Compressed,1;
RESCUE,1;
PYLON,1;
WIRE,1;
移動体運行管理システム,1;
ACCOUNTABLE,,1;
ANORDNUNGEN,1;
ZUSATZES,1;
AROMATISCHEN,1;
(RQL),1;
VENTURILESS,1;
EFFLUENTS,1;
inference,1;
SEGMENTED,1;
flowing,1;
MECHANICALLY,1;
measurement,1;
PROPULSORS,1;
REGION,,1;
モリブデンベースの触媒を用いることにより再生可能な起源の流出物を優れた品質の燃料に転化する方法,1;
glass,,1;
発火クエンチシステム、装置および方法,1;
handle,1;
priming,1;
asphalt,1;
dry,1;
PROJECTILE,1;
blow-out,1;
landings,1;
SPATIALLY,1;
be,1;
spectroscopy,1;
tape,1;
OXIDES,1;
arrangeable,1;
HANDLED,1;
ACCOUNTABLE,1;
LIFTING,1;
【発明の名称】一体パワーユニツト制御装置及び方法,1;
MULTIPLE-MODE,1;
Zero-emission,1;
reformulation,1;
AGENTS,1;
nano-catalysts,1;
combinations,1;
Combination,1;
Automatic,1;
treat,1;
indendently,1;
C4,1;
TISSUE,1;
BARREL-TYPE,1;
航空機用ガスタービン・エンジンの制御装置,1;
航空機の飛行中燃料補給のための方法およびステム,1;
ORIGINAL,1;
Aktive,1;
load,1;
Jet,,1;
occupancy,1;
configuring,1;
Optimizing,1;
NON-CIRCULAR,1;
‘SO-40’,1;
Analysis,1;
diese,1;
WALL,1;
Damper,1;
TAXI,1;
chlorate,1;
specific,1;
Paraffin,1;
airborne,1;
Energetic,1;
balancing,1;
eine,1;
【発明の名称】ロケットの第1段の再使用型ブースタ,1;
PASSENGERS,1;
elektrochemischen,1;
ACTIVATED,1;
mat,1;
Efficiency,1;
pipelines,1;
MCrAIY,1;
PROJECTS,1;
pavements,1;
CLEARANCE,1;
TRIBOLOGICALLY-BENEFICIAL,1;
multiphase,1;
EXCITER,1;
verification,1;
Buried,1;
xylidine,1;
Health,1;
Oxide-Based,1;
sorbing,1;
OIL-BEARING,1;
GAS,,1;
distributed,1;
strains,1;
BOUNDARIES,1;
thermoplastic,1;
Barrier,1;
mechanism,,1;
DECISION-SUPPORT,1;
タンデム翼および分散型推進システムを使用する新規の航空機設計,1;
cells,,1;
Borhaltige,1;
HETEROATOMS,1;
EXCESSIVE,1;
napthenic,1;
fame,1;
Residues,1;
PATENT,1;
Plasma-catalyzed,1;
TROLLEY,1;
propelling,1;
Share,1;
MID-MARKET,1;
SURVEY,1;
Length,1;
Isoparaffinic,1;
HUB,1;
鉄道資産を検査するための無人航空機システム,1;
Polyalkylenpolysulfid,1;
reformation,1;
thorium-plutonium,1;
depositing,1;
Aerovehicle,1;
Contra-rotating,1;
engineered,1;
volume,1;
In-flight,1;
loads,1;
SURVEILLANCE,1;
電気出力発生システム及び同方法,1;
CONSTRUCTION,1;
TRIEBWERK,1;
CATALYSTS,,1;
quantitative,1;
LIST***Fire,1;
naval,1;
Special,1;
analyzing,1;
GROOVE,1;
LONG,1;
mechanisms,1;
DEBRIS,1;
DETERGENT,1;
タービンエンジンの回転失速を解消する方法,1;
Rettungsschleudersitz,1;
Integriertes,1;
DEPOSIT,1;
二酸化炭素回収機能付き輸送手段および二酸化炭素の回収処理方法,1;
liquefaction,1;
nickel,1;
create,1;
Al—Fe—Si,1;
sensory,1;
THERMIONIC,1;
particles,1;
Horizontal,1;
coated,1;
tunnel,1;
NAPHTHA-RANGE,1;
VARIABLE,,1;
KERO(JET),1;
ISOTOPE,1;
Long-Chain,1;
‘SO-50’,1;
Hybrid-electric,1;
lubricants,1;
disorientation,1;
may,1;
link,1;
PRE-TREATEMENT,1;
Non-ferromagnetic,1;
Genes,1;
LUBRICATION,1;
バイオ燃料組成物およびバイオ燃料の製造方法,1;
冷却、加熱、パワー、圧力、ワーク及び水を組み合わせるための同極ＤＣ発電機付きテーパー形スパイラルガスタービン,1;
Verschlussmasse,1;
Rotationsschwenkkolbenmotor,1;
DRIVE-AND-ENERGY,1;
REFUELLING,1;
resonance,1;
Vacuum,1;
Buses,1;
Wastewater,1;
Hydrotreating,1;
PATH,1;
surfaces,,1;
inneren,1;
–,1;
Herstellung,1;
ELECTROLYZER,1;
MULTI-MODE,1;
hydrocracking,1;
ethanol,1;
DEFLECTOR,1;
vulcanizates,1;
BUSES,1;
PULVERISATION,1;
human-centered,1;
High-Efficiency,1;
AMPHIBIAN,1;
CRASHWORTHINESS,1;
contact,1;
sprayed,1;
Sensing,1;
thyristors,1;
Kopplung,1;
RAIL,1;
HERSTELLUNG,1;
CONDENSED,1;
DEWAXED,1;
Plastic,1;
neutral,1;
resource,1;
Decision-Support,1;
WITHIN,1;
friction,1;
LIMITED,1;
as-cast,1;
2,66:1,1;
Blast,1;
Copolymer,1;
heteropolyacid,1;
orchestrating,1;
requests,1;
Strake,1;
alkene,1;
ELECTRICATION,1;
ERGETIC,1;
EXIT,1;
PROPANE,1;
LOW-EMISSION,1;
Obtaining,1;
learning,1;
natural,1;
BESTIMMEN,1;
生きていない有機材料の帯電防止処理と導電性改善に適した添加剤組成物,1;
ヘリコプタ,1;
EMBODIMENTS,1;
SOLUBLE,1;
eternal,1;
multi-walled,1;
DEPOSITING,1;
re-positionable,1;
CONCENTRATES,1;
inflatable,1;
reverse,1;
Breathable,,1;
RETURN,1;
ANZEIGER,1;
INTERGRATED,1;
THORIUM-PLUTONIUM,1;
Strontium,1;
controllable,1;
repositionable,1;
equilibrium,1;
Paraffinic,1;
Cavitation,1;
attaching,1;
ALLOYS,1;
emerging,1;
Accelerate,1;
SIMPLIFIED,1;
dafür,1;
Flugantrieb,1;
purity,1;
SHAPED,1;
pilots,1;
Actuators,1;
gearboxes,1;
DEGRADED,1;
DURABLE,,1;
controllers,1;
rocket-propelled,1;
SUBSYSTEMS,1;
付加製造された熱交換器,1;
MARK,1;
(Treiber-Konzept),1;
AIRSPEED,1;
INCORPORATING,1;
Solvents,,1;
Ion-Exchange,1;
securing,1;
surface-foil,1;
TURF,1;
CRYSTALLINE,1;
vegetable,1;
Impact-absorbing,1;
radius,1;
SOURCING,1;
Wellhead,1;
ADDITIVES),1;
Supertorrefaction,1;
CASE,1;
HYDROCONVERSION,1;
BIOMETHANES,1;
copper,1;
military,1;
depolymerization,1;
FUNGAL,1;
negative,1;
Positron,1;
COST,1;
air,,1;
ELECTROLYTE,1;
vehicles,,1;
life,1;
initiating,1;
jets,1;
High-efficiency,1;
axes,1;
プロセス及び装置,1;
Brennstoffmengen-,1;
GREATER,1;
SAUERSTOFF,1;
fresh,1;
pour,1;
air-induced,1;
means,,1;
sponges,1;
Medium,1;
Ventilator,1;
UTILIZED,1;
HIGHER,1;
pressurised,1;
Motion,1;
dynamic,,1;
Injector-igniters,1;
plasma-catalyzed,1;
taxiing,1;
spout,1;
ACTING,1;
LIGHT-WEIGHT,,1;
dispensing,1;
foils,1;
ACTUATOR,1;
ATTITUDE,1;
ACTUATION,1;
fluessiges,1;
SOLVENTS,1;
ALGORITHM,1;
PUMP,1;
prespatane,1;
connecting,1;
MOLECULES,1;
download,1;
flaps,1;
DH-129.B036,1;
microprocessor,1;
target,1;
DEACTIVATION,1;
VORRICHTUNG,1;
DUAL-POWER-SUPPLY,1;
AIRPLANE,1;
酸素含有の再生可能な油をアップグレーディングするプロセス,1;
Kondensation,1;
VERY,1;
CO2-emitting,1;
ANLAGE,1;
VELOCITIES,1;
attenuation,1;
STORED,1;
Cracked,1;
Amine,1;
HySPIKE,1;
garbage,1;
Guayule,1;
Unoccupied,1;
watercraft,1;
Distribution,1;
weakening,1;
AUTOMOBILE,1;
Arbeitsmitteln,1;
Strahltriebwerkeu.,1;
DEREN,1;
Zero-Emission,1;
extending,1;
Rise,1;
SHIPS,,1;
booster,1;
CELLULOSIC,1;
PROGRAMMABLE,1;
Elektrische,1;
CARRIER,1;
ZERO,1;
Other,1;
Pad,1;
DYNAMICS,1;
PRODUCTION,,1;
chemically,1;
RELEVANT,1;
Superagile,1;
REMAINING,1;
Transpiration,1;
MEMBRANE-PYROLYSIS,1;
Air-borne,1;
cultivars,1;
overburden,1;
Safely,1;
midspan,1;
PROPYLENE,,1;
PROPULSOR,1;
WIRE,,1;
PRIMING,1;
end,1;
CYCLOPROPANE,1;
'SO-40',1;
Revenues,1;
Slotted,1;
same,,1;
RADIATION,1;
中央本体パイロットポッド,1;
ON-SPEC,1;
metathesis,1;
stratospheric,1;
calculating,1;
fractions,,1;
AL-FE-SI,1;
POD,1;
Obtained,1;
Selected,1;
bio-oil,1;
Alkylation,1;
CAPTURING,1;
Zusammensetzung,1;
AIRPLANES,1;
NOT,1;
EINEM,1;
isomerized,1;
CROP,1;
Taxi,1;
TEMPERATURES,1;
fungal,1;
trash,1;
Pretreatment,1;
Relative,1;
MODEL,1;
stiff,1;
autorotative,1;
counter-rotating,1;
COMPONENTS,,1;
Debris,1;
光開始剤を有する硫黄含有ポリマーを基礎とする母材及びシーラント、硬化及び被覆する方法並びにその使用,1;
HORIZONTALFLIEGENDEN,1;
HIGH-POWER,1;
RUNNING,1;
Packaged,1;
train,1;
engine.,1;
STOL,1;
CONCENTRATE.,1;
MACHINERY,,1;
ANNULAR,1;
Airplanes,1;
dangerous,1;
empennage,1;
(superfan),1;
SIMULATORS,1;
anions,1;
Performance-based,1;
yaw,1;
CONSUMERS,1;
long-chain,1;
Start-Up,1;
(Autonomous,1;
Relay,1;
Model,1;
Verdichtungskammer,1;
AEROPLANE,1;
ORTHO-PHOSPHATE-VANADATE,1;
FIELD,1;
CATAPULTING,,1;
INDUSTRY,,1;
Langstrecken,1;
cushions,1;
MULTIFUEL,1;
SPECIAL,1;
aerobic,1;
dried,1;
ultra-capacitor,1;
datum,1;
cost,1;
Hydrodynamic,1;
Triple-fuselage,1;
Through,1;
Regelvorrichtung,1;
THERMALLY-INTEGRATED,1;
REACTIONS,1;
encased,1;
CASING,1;
real,1;
STORING,1;
stealth,1;
relating,1;
aft,1;
PANELS,1;
LCVD-formed,1;
ketone,1;
INVERTED,1;
LOOPING,1;
バイオマス材料を処理する方法およびシステム,1;
UEberzugs-,1;
Electro-Mechanical,1;
rocket,,1;
Nuclear,1;
Optimized,1;
Second,1;
Silicon,1;
messaging,1;
Centrifugal,1;
Leading,1;
HYDRO,1;
REVENUES,1;
RETARDANTS,1;
DECORATIVE,1;
Recreational,1;
resulting,1;
FIRE,,1;
Micro,1;
Fail,1;
stimulator,1;
wings,1;
Near,1;
PORTION,1;
ferromagnetic,1;
front,1;
Mission,1;
(webbaidwindfarm),1;
cabins,1;
LOCAL,1;
KOHLENWASSERSTOFFVERBRENNUNG,1;
SCHADSTOFFEMISSIONEN.,1;
PREFERABLY,1;
Reduction,1;
avoiding,1;
“SO-70”,1;
pulverisation,1;
Commodity,1;
arm,1;
(THERMAL,1;
FUSION,1;
digestion,1;
nanofoams/aerogels,1;
炭素回収を利用する化学物質および燃料を製造するプラントのための、コンピュータで実行されるモニタリング方法およびシステム,1;
textiles,1;
installations,,1;
high-performance,1;
sulfur,1;
Friendly,1;
Ignition-source,1;
COVERS,1;
Hydraulic,1;
Tests,1;
phyllosilicates,1;
Collision,1;
approach,1;
合成由来の代替航空タービン燃料である、合成パラフィンケロシン（ＳＰＫ）の製造方法,1;
H2Oベース電気化学的水素-触媒パワーシステム,1;
Verbindungen,,1;
BIOFERTILIZER,1;
preferably,1;
WET,1;
its,1;
ASSEMBLIES,1;
self,1;
FROZEN,1;
“SO-100”,1;
TRANSITION,1;
HARSH,1;
Tow,1;
FULL,1;
Ringförmige,1;
Industrial,1;
GYROPLANE,1;
plans,1;
GREENBOX:,1;
Complex,1;
status,1;
conditions,1;
Parallel,1;
FIRE-SUPPRESSION,1;
of,,1;
QUELLE,1;
MOLYBDENUM-BASE,1;
Verbrennungssystems,1;
NATURALLY,1;
Therefrom,1;
reusable,1;
varieties,1;
Per,1;
spacing,1;
have,1;
RECUPERATED,1;
Optimisation,1;
E-FUELS,1;
oxygenated,1;
novel,1;
FARNESANE,1;
(HEV),,1;
high-octane,1;
FLY-BY-WIRE,1;
only,1;
Worldwide,1;
aircraft.,1;
ジェット・エンジンのクリーニング方法,1;
PERSONAL,1;
thermischen,1;
Auslegungskonzept,1;
Fuelling,1;
PRECURSORS,1;
media,1;
Ecosystem,1;
Intelligent,1;
THERMOELECTRIC,1;
condensation,1;
extractible,1;
SHIELD,1;
MITIGATING,1;
membrane,1;
JET-RANGE,1;
Anheben,1;
DUCTED,1;
(z.B.,1;
Selbsttaetig,1;
HEALTH,1;
landfil,1;
CARBON-DIOXIDE,1;
TRAC,1;
UN-TETHERED,1;
LUBRICANTS,1;
【発明の名称】化合物、組成物および用途,1;
LAND,,1;
PREMIXED,1;
sleeves,1;
CUSHIONS,1;
litter,,1;
reinforcement,1;
Avoidance,1;
Computer,1;
TRIGGERING,1;
MECHANISMS,1;
Inhibitors:,1;
RESISTANT,,1;
【発明の名称】一体パワーユニツト,1;
MINERALIZED,1;
Carbureted,1;
MANAGEMENT,,1;
Multiple-Engine,1;
STORAGES,1;
Bagasse,1;
Deoxygenate,1;
Titanium,1;
LIGHTWEIGHT,1;
escape,1;
sequenced,1;
clearance,1;
BALANCING,1;
SPECIAL-PURPOSE,1;
Joint,1;
pyrolysis/oxidation,1;
NEUTRON,1;
performing,1;
unfueled,1;
atmosphere,1;
forward,1;
Sorbent,1;
yttrium,,1;
in-line,1;
long,1;
Satellite,1;
CONDITION,1;
ガスタービン燃焼器,1;
METHODOLOGY,1;
Non,1;
OILSEED,1;
Watercraft,1;
CAPABLE,1;
PLANTS,1;
Aftercooler,1;
Overrunning,1;
fibre-reinforced,1;
VALVE,,1;
Puncture-resistant,1;
traditional,1;
fighting,1;
Time,1;
Senkrechtstartendes,1;
MISCHENS,1;
Care,1;
Formula,1;
fats,1;
FURTHER,1;
Robot,1;
while,1;
FIGHTING,1;
phenomena,1;
method.,1;
BIOSOURCED,1;
運航乗務員が就業不能状態の場合の航空機の自動制御,1;
CORRUGATED,1;
BENETZENDE,1;
Processor,1;
cowl,1;
vanes,1;
Leaves,1;
IDENTIFY,1;
scissors,1;
lab-on-chip,1;
UNDERWATER,1;
COUNTER-ROTATING,1;
bedding,1;
EMULSIFIER,1;
Open-Rotor,1;
vaporisation,1;
Triebwerk,1;
ammonia,1;
Wave,1;
Decomposition,1;
EXCHANGE,1;
POTENTIAL,1;
Heavy,1;
Solid-chemical,1;
Friction,1;
HEADSET,1;
fossil,1;
load-lifting,1;
actuated,1;
Controlled,1;
AGR044-3A22,1;
heaters,1;
WORK,1;
LEAD,1;
Antriebssystem,1;
BLENDS,1;
Sleeves,1;
distillates,1;
INHIBITION,1;
POST-COMBUSTION,1;
Induction,1;
REFORMER,,1;
national,1;
discrete,1;
Level,1;
lifter,1;
saleable,1;
measuring,1;
SPACING,1;
third,1;
CULTIVATION,1;
航空機用ガスタービン・エンジンのサージ検出装置,1;
polytropic,1;
MACHINES,1;
SECRET,1;
Single-Step,1;
Butenes,1;
regenerative,1;
vessel-towable,1;
Fully,1;
TIME,1;
Noise,1;
Hemicellulases,1;
MULTI-USE,1;
STABILIZE,1;
keel,1;
生物油ならびにその生産および使用,1;
Integration,1;
PUT,1;
BIOGENIC,1;
【発明の名称】二重環状燃焼器用燃料送給装置,1;
Centrifuge,1;
Aromatic,,1;
***WITHDRAWN,1;
fungi,1;
Over,1;
Waste-Biomass-Derived,1;
oxymethylene,1;
harvesting,1;
Segmented,1;
COMPOSITES,1;
toxicity,1;
(Beschleunigung),1;
SUPER-HYPERSONIC,1;
CELLS,,1;
moving,1;
function,1;
PRE-COMBUSTION,1;
graduated,1;
electrically,1;
HIGH-PROTEIN,1;
interstage,1;
lignocellulosic,1;
Molecule:,1;
Metal-composite,1;
SECURE,,1;
SOFTWARE,1;
MIXTROPHIC,1;
KITS,1;
MAXIMIZE,1;
CONCRETE,1;
mobility,1;
UP,1;
Oleaginous,1;
Hydro,1;
Solids,1;
Electrokinetic,1;
supplemental,1;
SENSITIVE,1;
agricultural,1;
AIR-JET,1;
ISOMERIZED,1;
HIGH-TEMPERATURE,1;
Branched,,1;
Environmentally,1;
(mainly,,1;
Increasing,1;
horizontal,1;
TRIFLUID,1;
Durchmesserverhältnis,1;
films,1;
REICHEN,1;
Matrix,1;
EXTRACTION,1;
DECOMPOSING,1;
Coffee,1;
cart,1;
enclosures,1;
CO-AXIAL,1;
DAFUER,1;
descent,1;
Associated,1;
hazard,1;
PHOSPHORUS,1;
congnitive,1;
ICE,1;
Fan,1;
LINEAR,1;
des,1;
PROFILE,1;
modification,1;
Decision-support,1;
Sequestration,1;
identification,1;
order,1;
PREDICT,1;
blast,1;
FEEDING,1;
Hydrous,1;
BIO-FUEL,1;
lattices,1;
REPAIR,1;
computing,1;
ALUMINO-THERMAL,1;
pylon,1;
Abgas-Reinigungsanlagen,1;
Herstellung,,1;
e.g.,1;
Oils,1;
無人航空車両のための電力システムの冷却,1;
DOUBLE,1;
GROUND-STATION,1;
Duesenmotor,1;
航空機原動機システム、運用および使用,1;
PILOTS,1;
OVENS,1;
solid,,1;
Lattice,1;
lorentz,1;
excellent,1;
recirculation,1;
thermoelectric,1;
edge,1;
spatial,1;
cap,1;
CATAPULT,1;
POLYETHYLENE,1;
HALF-SECTIONS,1;
SUCKING,1;
RESONANCE,1;
PRACTICES,1;
LIFT-ASSISTED,1;
butanol,1;
cluster,1;
Autorotation,1;
DEFINING,1;
CAPABILITIES,1;
output,1;
compound,1;
MARINE,1;
SHRINKABLE,1;
モノテルペンエステルの発酵生産のための酵素及び方法,1;
【発明の名称】一体パワーユニツト燃焼装置及び方法,1;
ohne,1;
electrolyzer,1;
Hydroprocessing,1;
ether,1;
forward-moving,1;
DH-140.356,1;
Type,1;
BLEED,1;
acoustics,1;
worldwide,1;
DOUBLE-ELECTROLYTE,1;
オキシメチレンエーテル含有媒体と接触して使用するためのコポリマー加硫物,1;
HORIZONTALFLIEGENDES,,1;
Leistungsregelung,1;
Fomula,1;
LATEST,1;
downstream,1;
fescue,1;
ignitable,1;
theory,1;
DH-156.090D,1;
BELLY-TANGENT,1;
spectrometry,1;
電気化学的水素-触媒パワ-・システム,1;
"""SO-90'',1";
SACCHARIDES,1;
Anordnung,1;
【発明の名称】工業的プロセスによって生じる排出ガスからNOxを低減する方法,1;
jet,,1;
Wastes,1;
wildfire,1;
particulate,1;
POWERPLANT,1;
requiring,1;
BATTERIES,1;
certification,1;
STABILIZED,1;
AEROSTAT,1;
POSITIVELY,1;
TRACKS,1;
Zelleneinheit,1;
post-transesterification,1;
integral,1;
Vortex,1;
PULSED,1;
pulsed,1;
ejection,1;
Modified,1;
compacted,1;
multifunction,1;
interchangeable,1;
multipurpose,,1;
Notstrom,1;
etc.,1;
Anlasser-Gasturbinen,1;
STAGED,1;
PLENUM,1;
And/Or,1;
source,,1;
Starter,1;
clutch,1;
work,1;
OLEFINS,,1;
WAFER,1;
Alternative,1;
STEUERN,1;
RETAIL,1;
Effizienz,1;
CHIP,1;
Metallzusätzen),1;
Wirkungsgrad,1;
REGENERABLE,1;
up,1;
TRAFFIC,1;
SHALES,1;
BIMODAL,1;
pre-ignition,1;
mission,1;
OPTIMAL,1;
Acoustically,1;
whirl,1;
ketoacid,1;
FACILE,1;
CO-PROCESSING,1;
photoinitiators,,1;
JOINT,1;
FLUIDIZED,1;
exchange,1;
Flying,1;
linear,1;
resistive,1;
TUBE,1;
breakdown,1;
ANTRIEBSSYSTEM,1;
MOTION,1;
liq.,1;
PAYLOAD,1;
CONNECTING,1;
BIOCHEMICAL,1;
coupling,1;
RIBLETS,1;
ACCESSORIES,,1;
Reactive,1;
holes,1;
MULTIFUNCTIONAL,1;
Fluggeraet,1;
INFINITELY,1;
FORCE,,1;
Brennkammer,1;
集積化された動力発生におけるＮＯｘの軽減,1;
High-temperature,1;
ATTENUATION,1;
covers,1;
engaging,1;
Occurring,1;
achieving,1;
altitudes,1;
INFERIOR,1;
backup,1;
Lasers,1;
zone,,1;
CNS,1;
explosion-proof,1;
FREQUENCY,1;
Bild,1;
ENVIRONMENTALLLY-FRIENDLY,1;
SENKRECHTSTARTENDES,1;
エアタービンスタータ、およびその始動方法,1;
fuel-cooled,1;
biological,,1;
ULTRA-HIGH,1;
pet,1;
cargo,1;
CONDUCTORS,1;
VENTILSITZRÜCKSCHLAGVERHINDERUNG,1;
RENEWABLES,1;
Rocket,,1;
REHEAT,1;
property,1;
Self-optimizing,1;
STEALTH,1;
voice,1;
Inhibiting,1;
SALTS,1;
Amphibian,1;
ZWEIER,1;
Fliegender,1;
schedule,1;
VENTILATION,1;
AFT,1;
Aromatic,1;
Negative,1;
VEHICLE,,1;
transponder,1;
estimation,1;
mechanically,1;
Cellulases,1;
【発明の名称】ウエット圧縮を介してガスタービンで動力増大を達成する方法および装置,1;
ALTERNATELY,1;
Der,1;
Mehrfachfunktion.,1;
MADE,1;
PLANET,1;
fuel-range,1;
halogenated,1;
Technology,1;
waste-biomass-derived,1;
Polyethylene,1;
OPPOSED,1;
piping,1;
“SO-110”,1;
Preconditioning,1;
glucosinolate,1;
Based,1;
command,1;
Compounds,1;
MANUALLY,1;
Einzelbenutzung,1;
Fossil,1;
HYDROMECANICAL,1;
vehicle,,1;
KEROSINES,1;
hydrocarbon-based,1;
ENCLOSURE,1;
subterranean,1;
Vaporization,1;
Detachable,1;
seed,1;
Nonwoven,1;
LANDINGS,1;
locked,1;
GRAPHITE/CARBON,1;
AMMONIA,1;
shipboard,1;
operability,1;
methanol,1;
directions,1;
Kerogen,1;
Braking,1;
Athletic,1;
silica,1;
wing-drive,1;
Hot,1;
MEDIUM,1;
simple-,,1;
GUN,1;
軟質ポリウレタンフォーム用の反応性難燃剤混合物,1;
自国主食備蓄目的飛行機,1;
IT,,1;
DAS,1;
liquefying,1;
multi-copter,1;
PISTON,1;
COFFEE,1;
deploying,1;
hybrid-rockets,1;
FLUGZEUGNOTSTROMAGGREGAT.,1;
suppressor,1;
monoterpenes,1;
Hydride,1;
Fuel-Saving,1;
neutralization,1;
Structural,1;
Oxygen-Free,1;
formate,1;
position,1;
Higher,1;
accessories,,1;
Tilting,1;
Transportieren,1;
projizierten,1;
DO,1;
LIPID-ASSISTED,1;
PRE-VAPORISING,1;
amplification,1;
hydration,1;
RECIRCULATION,1;
organics,1;
heat-exchanger,1;
real-time,1;
MATERIALS,,1;
BIOFUELS,,1;
in-flight,1;
AIR-TO-AIR,1;
'SO-50',1;
densification,1;
Network,1;
Optimize,1;
PRIORITIZATION,1;
ORDER,1;
ハイドロプロセシングのための化学組成を有する天然油の輸送燃料への誘導および変換,1;
ATMOSPHERE,1;
ENTWICKELNDE,1;
MULTI-TUBE,1;
architecture,1;
PREHEAT,1;
Hub-mounted,1;
forced,1;
OUTER,1;
Heteropolyacid,1;
small,1;
compressed,1;
Multi-functional,1;
inorganic,1;
breathing,1;
vier,1;
広域火災を抑制するための耐火性空中機,1;
SEALANTS,1;
erzeugenden,1;
Arbeitsmittel,1;
Refrigerated,1;
Launch,1;
Low-cost,1;
(TREIBER-CONCEPT),1;
feeds,1;
aircrane,1;
エネルギー変換および生成のための方法およびシステム,1;
PROPYLENE,1;
Space-craft,1;
BIOFEEDSTOCK,1;
触媒接触脱酸素及び縮合酸素化炭化水素を主成分とする液体燃料組成物,1;
REFORMING,1;
CUP,1;
PARTICULARLY,1;
“SO-120”,1;
