Assignee,Inventor Name,Document Type,Publication Year,Filing Year,Document Count
"FAUDI AVIATION GMBH (35260 Stadtallendorf, DE)",WILDSCHÜTZ MARCUS (DE),EP,2021.0,2015.0,1
"FAUDI AVIATION GMBH (Stadtallendorf, DE)",WILDSCHÜTZ MARCUS (DE),DE,2016.0,2015.0,1
FEARN MICHAEL (NZ); FEARN BRIAN (GB),FEARN MICHAEL (NZ); FEARN BRIAN (GB),EP,2016.0,2014.0,1
FEARN MICHAEL (NZ); FEARN BRIAN (GB),FEARN MICHAEL (NZ); FEARN BRIAN (GB),WIPO,2014.0,2014.0,1
FLECKNER KAREN (US),FLECKNER KAREN (US),WIPO,2021.0,2021.0,1
FLEXIBLE CERAMICS INC (US),CLARKE WILLIAM (US),EP,2012.0,2008.0,1
"FORET PLASMA LABS LLC (The Woodlands, TX 77381, US)",FORET TODD (US),EP,2018.0,2009.0,1
FORET PLASMA LABS LLC (US),FORET TODD (US),EP,2010.0,2009.0,1
FORET PLASMA LABS LLC (US); FORET TODD (US),FORET TODD (US),WIPO,2009.0,2009.0,2
FOSS RUPERT NIGEL MALZARD (GB),FOSS RUPERT NIGEL MALZARD (GB),WIPO,1995.0,1994.0,1
"FRAUNHOFER GES FORSCHUNG (80686 München, DE); SASOL GERMANY GMBH (20537 Hamburg, DE)",KRAFT AXEL (DE); MENNE ANDREAS (DE); BREITKREUZ KLAAS (DE); GROSS THORALF (DE); ZIEHE HOLGER (DE),EP,2018.0,2012.0,1
FRAUNHOFER GES FORSCHUNG (DE); SASOL GERMANY GMBH (DE),AXEL KRAFT (DE); MENNE ANDREAS (DE); BREITKREUZ KLAAS (DE); GROS THORALF (DE); ZIEHE HOLGER (DE),DE,2013.0,2011.0,1
FRAUNHOFER GES FORSCHUNG (DE); SASOL GERMANY GMBH (DE),KRAFT AXEL (DE); MENNE ANDREAS (DE); BREITKREUZ KLAAS (DE); GROSS THORALF (DE); ZIEHE HOLGER (DE),EP,2014.0,2012.0,1
FRAUNHOFER GES FORSCHUNG (DE); SASOL GERMANY GMBH (DE),KRAFT AXEL (DE); MENNE ANDREAS (DE); BREITKREUZ KLAAS (DE); GROSS THORALF (DE); ZIEHE HOLGER (DE),WIPO,2013.0,2012.0,1
FREE FORM FIBERS LLC (US),HARRISON SHAY L (US); SCHNEITER JOHN L (US); PEGNA JOSEPH (US); GODUGUCHINTA RAM K (US); WILLIAMS KIRK L (US); VAALER ERIK G (US),WIPO,2021.0,2021.0,1
FREUDENBERG CARL FA,BUERUNAA SHIEEFUAA; GERUHARUTO SHIYAUTO,JP,1996.0,1995.0,1
FURUKAWA ELECTRIC CO LTD (JP),AIZAWA HIDEKI (JP); YAMAZAKI SATOSHI (JP); YAMASHITA SATOSHI (JP); HATAMOTO KENJI (JP),WIPO,2019.0,2018.0,1
"Federal Noe Gosdarst Benoe Unita Noe Predpryaty ""Gosdarst Benny Kosmicjesky Naukno-Proise Bodst Bennie Zentle im M Buoy Krunicheva""","Kiselev, Anatoly Ivanovich; Medwedev, Alexander Aleksevic; Trufanov, Yuri Nikolaevich; Razoogin, Igor Sergevich; Kuznetsov, Yury Leonidovich; Pankevic, Alexandre Alexandrovich; Navoschikov, Gennadi Fedorovich; Ushakov, Vladimir Mikhailovich",JP,2003.0,2000.0,1
"Fire Star Engineering, LLC","Mangus, Gregory S.; Fisher, David Jay.; Mangus, Christopher",JP,2010.0,2007.0,1
"Fire Star Engineering, LLC","Mangus, Gregory S.; Fisher, David Jay.; Mangus, Christopher",JP,2013.0,2007.0,1
Flyon Aero Systems LDT.,"Tal, Oren; Tal, Leuven",JP,2020.0,2018.0,1
G KOSM N PROIZV IM M V KHRUNIC (RU); KISELEV ANATOLY IVANOVICH (RU); MEDVEDEV ALEXANDR ALEXEEVICH (RU); TRUFANOV JURY NIKOLAEVICH (RU); RADUGIN IGOR SERGEEVICH (RU); KUZNETSOV JURY LEONIDOVICH (RU); PANKEVICH ALEXANDR ALEXANDROVI (RU); NABOISCHIKOV GENNADY FEDOROVIC (RU); USHAKOV VLADIMIR MIKHAILOVICH (RU),KISELEV ANATOLY IVANOVICH (RU); MEDVEDEV ALEXANDR ALEXEEVICH (RU); TRUFANOV JURY NIKOLAEVICH (RU); RADUGIN IGOR SERGEEVICH (RU); KUZNETSOV JURY LEONIDOVICH (RU); PANKEVICH ALEXANDR ALEXANDROVI (RU); NABOISCHIKOV GENNADY FEDOROVIC (RU); USHAKOV VLADIMIR MIKHAILOVICH (RU),WIPO,2001.0,2000.0,1
GAMESA DESARROLLOS AERONAUTICOS SA (ES),MUNOZ DE FELIPE PEDRO JOSE (ES); CUNHA DA COSTA SA JOSE RICARDO (ES),EP,2002.0,2002.0,1
GARRETT CORP (US),WEIGAND FRANCIS K; KOERNER MICHAEL S; NESS RONALD J,EP,1987.0,1987.0,1
GAUZY LTD (IL),Gauzy Ltd. (IL),DE,2014.0,2014.0,1
"GE AVIAT SYSTEMS LTD (Bishops Cleeve Cheltenham Gloucestershire GL52 8SF, GB)",PARKER EDWARD JAMES (GB); SCHWINDT STEFAN (GB),EP,2021.0,2019.0,1
"GE AVIAT SYSTEMS LTD (Bishops Cleeve Cheltenham Gloucestershire GL52 8SF, GB)",PARKER EDWARD JAMES (GB); SCHWINDT STEFAN (GB),EP,2023.0,2019.0,1
"GE AVIAT SYSTEMS LTD (Cheltenham Gloucestershire GL52 8SF, GB)",PARKER EDWARD JAMES (GB); SCHWINDT STEFAN (GB),EP,2020.0,2019.0,1
"GE AVIAT SYSTEMS LTD (Cheltenham Gloucestershire GL52 8SF, GB)",PARKER EDWARD JAMES (GB); SCHWINDT STEFAN (GB),EP,2021.0,2019.0,1
GE AVIAT SYSTEMS LTD (GB),HALSEY COLIN JOHN (GB); BAILEY MICHAEL DAVID (GB); WILLIAMS ROSS JONATHAN (GB),WIPO,2017.0,2015.0,1
GE AVIAT SYSTEMS LTD (GB),HALSEY COLIN JOHN (GB); RAINBOW ALEXANDER JAMES (GB),WIPO,2017.0,2015.0,1
GE AVIATION SYSTEMS INC (US),LEDESMA LEDESMA SAÚL (MX); BLANCO AVILÉS RUBÉN (MX),WIPO,2017.0,2016.0,1
"GE AVIATION SYSTEMS LLC (Grand Rapids, MI 49512, US)",LEDESMA LEDESMA SAÚL (MX); BLANCO AVILÉS RUBÉN (MX),EP,2018.0,2016.0,1
"GE AVIATION SYSTEMS LLC (Grand Rapids, MI 49512, US)",PLANTINGA JEFFREY (US); HOCHWARTH JOACHIM (US); COUTTS BENJAMIN (US); BOOZER RALPH (US),EP,2022.0,2021.0,1
"GE AVIATION SYSTEMS LLC (Grand Rapids, MI 49512, US)",SELLMANN MEINOLF (US); WANG TIANYI (US); CUDDIHY PAUL (US); MULWAD VARISH (US),EP,2022.0,2021.0,1
GE AVIATION SYSTEMS LLC (US),HALSEY COLIN JOHN (GB),WIPO,2017.0,2017.0,1
"GE AVIO SRL (Rivalta di Torino, IT)",BALADI MEHDI MILANI (US); ESPOSITO ANIELLO (IT); ADIBHATLA SRIDHAR (US); COLLINS KATHLEEN (US),EP,2022.0,2021.0,1
GE Aviation Systems LLC,"Astron, Dominique Patrick",JP,2019.0,2017.0,2
GE Aviation Systems LLC,"Redesma redesma, sole; Blanco Avils, Reuben",JP,2019.0,2016.0,1
GEN ELECTRIC,AICHOLTZ JOHN CHARLES,JP,2002.0,2001.0,1
GEN ELECTRIC,DAVID LEWIS BARRAS; ARTHUR WESLEY JOHNSON; MONGIA HUKAM CHAND,JP,2000.0,1999.0,1
"GEN ELECTRIC (Schenectady, NY 12345, US)",NIES JACOB J (NL),EP,2017.0,2010.0,1
"GEN ELECTRIC (Schenectady, NY 12345, US)",SENNOUN MOHAMMED EL HACIN (US),EP,2017.0,2016.0,1
"GEN ELECTRIC (Schenectady, NY 12345, US)",SENNOUN MOHAMMED EL HACIN (US),EP,2018.0,2016.0,1
GEN ELECTRIC (US),CHAPIN DAVID MICHAEL (US); DEAN ANTHONY JOHN (US); FARMER TERRY LEWIS (US); SHELTON JAMES KNOX (US); BIXLER ALAN WESLEY (US); BARRETO VINCENT PAUL (US); BRUMBERG JUSTIN THOMAS (US),EP,2008.0,2007.0,1
GEN ELECTRIC (US),EDMONDSON WAYNE GARCIA (US),EP,2012.0,2010.0,1
GEN ELECTRIC (US),JOSHI NARENDRA DIGAMBER (US); TANGIRALA VENKAT ESWARLU (US); HINCKLEY KEVIN MICHAEL (US),EP,2011.0,2009.0,1
GEN ELECTRIC (US),JOSHI NARENDRA DIGAMBER (US); TANGIRALA VENKAT ESWARLU (US); HINCKLEY KEVIN MICHAEL (US),EP,2015.0,2009.0,1
GEN ELECTRIC (US),KUSCH RUEDIGER SOEREN (US); KING ROBERT DEAN (US),EP,2013.0,2012.0,1
GEN ELECTRIC (US); EDMONDSON WAYNE GARCIA (US),EDMONDSON WAYNE GARCIA (US),WIPO,2011.0,2010.0,1
GENERAL ELECTRIC CO GE,MOHAMMED EL HACIN SENNOUN; JAMES FITZGERALD BONAR; RACHEL WYN LEVINE,JP,2022.0,2022.0,1
GENERAL ELECTRIC COMPANY,Mohamed Ed El Hasin Senown,JP,2018.0,2016.0,1
GENERAL ELECTRIC COMPANY,Philip Daniel Naples,JP,1994.0,1992.0,1
GENERAL ELECTRIC COMPANY,"Senoun, Mohamed, El Hasin; Bonner, James, Fitzgerald; Levine, Rachel, Win",JP,2022.0,2018.0,1
GENERAL ELECTRIC COMPANY,"Simons, harold sea; Harvey, Lexus Jay",JP,1997.0,1994.0,1
GENERAL ELECTRIC COMPANY,"Simons, harold sea; Harvey, Lexus Jay",JP,2002.0,1994.0,1
GENERATIVE TECH OPERATIVES LLC (US),GUARRERO BRETT (US),WIPO,2018.0,2017.0,1
GEVO INC (US),PETERS MATTHEW W (US); TAYLOR JOSHUA D (US); JENNI MADELINE M (US); HENTON DAVID E (US); MANZER LEO E (US),EP,2012.0,2011.0,1
GEVO INC (US); PETERS MATTHEW W (US); TAYLOR JOSHUA D (US); JENNI MADELINE M (US); HENTON DAVID E (US); MANZER LEO E (US),PETERS MATTHEW W (US); TAYLOR JOSHUA D (US); JENNI MADELINE M (US); HENTON DAVID E (US); MANZER LEO E (US),WIPO,2011.0,2011.0,1
GIANNAKOPOULOS PAVLOS (GR),GIANNAKOPOULOS PAVLOS (GR),EP,2003.0,2000.0,1
GIANNAKOPOULOS PAVLOS (GR),GIANNAKOPOULOS PAVLOS (GR),WIPO,2001.0,2000.0,1
GK N Aerospace Services Limited,"Taylor, Simon",JP,2022.0,2019.0,1
"GOODRICH LIGHTING SYSTEMS GMBH (59557 Lippstadt, DE)",KALLFASS CHRISTOPH (DE),EP,2018.0,2013.0,1
GOODRICH LIGHTING SYSTEMS GMBH (DE),KALLFASS CHRISTOPH (DE),EP,2015.0,2013.0,1
GOODRICH LIGHTING SYSTEMS GMBH (DE),KALLFASS CHRISTOPH (DE),EP,2016.0,2014.0,1
GRACEMARIE WORLD CORP,KAMIUCHI KINGO,JP,2012.0,2011.0,1
GRACO INC,DEERU AARU HEMINGU,JP,1990.0,1989.0,1
GREENIDGE DARIUS (US); GREENIDGE JEAN (US),GREENIDGE DARIUS (US); GREENIDGE JEAN (US),EP,2015.0,2011.0,1
GRUBER PATRICK (US); IMPEKOVEN CHRISTOPH (DE),GRUBER PATRICK (US); IMPEKOVEN CHRISTOPH (DE),WIPO,2022.0,2022.0,1
GUEH HOW KIAP (SG),GUEH HOW KIAP (SG),WIPO,2014.0,2014.0,2
GULFSTREAM AEROSPACE CORP (US); MILLS ROBERT (US); HENNE PRESTON (US),MILLS ROBERT (US); HENNE PRESTON (US),WIPO,2005.0,2004.0,1
General Electric Co.,ナレンドラ ディガンバー Joshi; ヴェン cut S ワール tongue ギララ; Kevin Michael Hinckley,JP,2014.0,2009.0,1
HALDOR TOPSOE AS (DK),BEATO PABLO (DK),WIPO,2022.0,2021.0,1
HALL PHILIP LAWRENCE TIMOTHY RICHARD (GB),HALL PHILIP LAWRENCE TIMOTHY RICHARD (GB),WIPO,2014.0,2013.0,1
"HAMILTON SUNDSTRAND CORP (Charlotte, NC 28217, US)",RHEAUME JONATHAN (US); TONGUE STEPHEN E (US),EP,2020.0,2017.0,1
"HAMILTON SUNDSTRAND CORP (Charlotte, NC 28217-4578, US)",CORDATOS HARALAMBOS (US); RHEAUME JONATHAN (US),EP,2024.0,2023.0,1
"HAMILTON SUNDSTRAND CORP (Windsor Locks, CT 06096-1010, US)",RHEAUME JONATHAN (US); TONGUE STEPHEN E (US),EP,2018.0,2017.0,1
HANKUK CARBON CO LTD (KR),BAK JEONG-GYU (KR); CHO JINSOO (KR); KIM BOSEONG (KR); YUN SENGHYUN (KR); WON SUNGHONG (KR); JEONG TAE-CHUL (KR); CHO SOOYOUNG (KR); LEE GEUNHO (KR); PARK KYUSUNG (KR); HA JUHYUNG (KR); MOON CHANGMO (KR); BECK SUNHO (KR); MEANG CHANGJUN (KR); LEE HANKI (KR); KIM MINJUN (KR); LEE DAIN (KR),WIPO,2017.0,2016.0,1
HARPER BRENT (US); MACKIE THOMAS ROCK (US); HOLZMANN TIMOTHY (US),HARPER BRENT (US); MACKIE THOMAS ROCK (US); HOLZMANN TIMOTHY (US),WIPO,2017.0,2017.0,1
HEILMANN STEVEN M (US),VALENTAS KENNETH J (US); VON KEITZ MARK (US); SCHENDEL FREDERICK J (US); LEFEBVRE PAUL A (US); SADOWDKY MICHAEL J (US); JADER LINDSEY R (US); HARNED LAURIE A (US),EP,2013.0,2011.0,1
HELIATEK GMBH (DE),MAENNIG BERT (DE); BELZ MIRIAM (DE); BOHNERT MARION (DE); ERNST NICOLA (DE); GNEHR WOLF-MICHAEL (DE); RUECKEMANN ANDREAS (DE); SONNTAG STEFAN (DE); TSARYOVA OLGA (DE); UHRICH CHRISTIAN (DE); VETTER SERGE (DE); WEISS ANDRE (DE); ZAUBITZER STEVE (DE); WOLLRAB EGINHARD (DE); LEVICHKOV JORDAN (DE); MATTERSTEIG GUNTER (DE); MELCHER CHRISTIAN (DE); ROTHE JANA (DE); HAUSTEIN OLIVER (DE); HILDEBRANDT DIRK (DE); JENNER DANNY (DE); KLISCH MARINA (DE); GRUNDMANN STEFFEN (DE); GUMPRECHT MICHAEL (DE); HAENDLER ANDREA (DE); HARTUNG STEFAN (DE),DE,2010.0,2010.0,1
HELICOID IND INC (US),BERT ANTHONY (FR); MENCATTELLI LORENZO (GB); KISAILUS DAVID (US); WASILENKOFF CHADWICK (US),WIPO,2024.0,2023.0,1
HELIPLANE LLC; MORRIS JOHN (US); JARNOT CHUCK (US),MORRIS JOHN (US); JARNOT CHUCK (US),WIPO,2010.0,2010.0,1
HERRMANN KLAUS (DE),Antrag auf Nichtnennung,DE,2011.0,2006.0,1
HERRMANN MATHIAS (DE),HERRMANN MATHIAS (DE),DE,2022.0,2022.0,1
HILL GROUP TECH LIMITED (GB),HILL JASON (GB),WIPO,2022.0,2021.0,1
HINDERKS M V,MITJA VICTOR HINDERKS,JP,2015.0,2015.0,1
HINDUSTAN PETROLEUM CORP LTD (IN),KANNA NARASIMHARAO (IN); GANAGALLA SRINIVASA RAO (IN); DHAR PRADYUT KUMAR (IN); DAMA SRIKANTH (IN); GNANASEKARAN VALAVARASU (IN); BOJJA RAMACHANDRARAO (IN),WIPO,2022.0,2021.0,1
HOLLAWAY JOHN WILLIAM (ZW); PIENAAR DANIE (ZA),HOLLAWAY JOHN WILLIAM (ZW),WIPO,2017.0,2016.0,1
HONDA MOTOR CO LTD,MURAMATSU HIROYOSHI; HATTORI YUICHI; TEZUKA MAKOTO,JP,2006.0,2005.0,1
HONDA MOTOR CO LTD,TSUZUKI SADACHIKA,JP,2001.0,1999.0,1
HONDA MOTOR CO LTD,YAMAKI JOGEN; URUSHIYAMA YUTA; ABE DAISEI,JP,2005.0,2004.0,1
HONEYWELL INT INC,COLLETTE DANIEL ROSS,JP,2010.0,2009.0,1
HONEYWELL INT INC,GOOSSEN EMRAY R; HORN RANDALL E,JP,2010.0,2010.0,1
"HONEYWELL INT INC (Charlotte, NC 28202, US)",KANAGARAJAN SIVAKUMA (US); BALADHANDAPANI GOBINATHAN (US); SAPTHARISHI HARIHARAN (US),EP,2022.0,2022.0,1
"HONEYWELL INT INC (Morris Plains, NJ 07950, US)",KIM KYUSUNG (US),EP,2019.0,2010.0,1
HONEYWELL INT INC (US),KIM KYUSUNG (US),EP,2010.0,2010.0,1
HUDSON SCOTT (US),HUDSON SCOTT (US),EP,2011.0,2010.0,1
HUDSON SCOTT (US),HUDSON SCOTT (US),WIPO,2010.0,2010.0,1
HUEBNER HANS JUERGEN ING GRAD,HUEBNER HANS-JUERGEN ING GRAD,DE,1978.0,1976.0,1
HUNT ROBERT DANIEL (US),HUNT ROBERT DANIEL (US),WIPO,2005.0,2004.0,1
HYBRID PROJECT LLC (US),ROBERTS SHANE (US),WIPO,2022.0,2021.0,1
"Hindarks, Mitoja, Victor","Hindarks, Mitoja, Victor",JP,2011.0,2008.0,1
"Hindarks, Mitoja, Victor","Hindarks, Mitoja, Victor",JP,2018.0,2015.0,1
Honda motor industry stock company,Muramatsu Hironori; Yuichi Hattori; Makoto Tezuka,JP,2011.0,2005.0,1
Honda motor industry stock company,Yukinobu Sugitani,JP,2011.0,2001.0,1
"ICL-IP America, Inc.; ICL-IP AMERICA INC.","Andrew Piotrowski; Jillber man, joseph; Swell, Jeffrey; Germont,mark; Shin, Mayank; Chen, Jihao; Graz, Elan",JP,2022.0,2018.0,1
"ICL-IP America, Inc.; ICL-IP AMERICA INC.","Swell, Jeffrey; Chen, Jihao; Patel, Munjar",JP,2022.0,2018.0,1
IFP ENERGIES NOUVELLES,Antoine Dodane; Roland Brunet; Thierry Chapus,JP,2016.0,2014.0,1
IFP ENERGIES NOUVELLES,DAUDIN ANTOINE; BOURNAY LAURENT; CHAPUS THIERRY,JP,2014.0,2014.0,1
"IFP ENERGIES NOW (92500 Rueil-Malmaison, FR)",DAUDIN ANTOINE (FR); BOURNAY LAURENT (FR); CHAPUS THIERRY (FR),EP,2020.0,2009.0,1
INCITOR INC (US),MIKOCHIK PETER (US); CAHANA AVIAD (US),EP,2013.0,2011.0,1
INCITOR INC (US); MIKOCHIK PETER (US); CAHANA AVIAD (US),MIKOCHIK PETER (US); CAHANA AVIAD (US),WIPO,2012.0,2011.0,1
IND HELICAT Y ALAS GIRATORIAS (ES); DE LA CIERVA HOCES JUAN (ES),DE LA CIERVA HOCES JUAN (ES),WIPO,2005.0,2005.0,1
INDIAN INST TECH MADRAS (IN),BANERJEE ANKAN (IN); RAMAN PILLAI INDUSEKHARAN NAIR SUJITH (IN); PAVITHRAN INDUJA (IN),WIPO,2023.0,2023.0,1
INDUSTRY-ACADEMIC  COOPERATION  FOUNDATION  OF  SUNCHON  NATIONAL  UNIVERSITY,"i, gi man; Kang, Young Se; Ann, Ji Hwang",JP,2022.0,2020.0,1
INDUSTRY-ACADEMIC  COOPERATION  FOUNDATION  OF  SUNCHON  NATIONAL  UNIVERSITY,"i, gi man; Kang, Young Se; Ann, Ji Hwang",JP,2023.0,2020.0,1
INFINIUM TECH LLC (US),SCHUETZLE DENNIS (US); SCHUETZLE ROBERT (US); BUCHER JAMES (US); CALDWELL MATTHEW (US); GALLOWAY ANJA (US); HANBURY ORION (US); MCGINNIS GLENN (US),WIPO,2023.0,2023.0,1
INFINIUM TECH LLC (US),SCHUETZLE DENNIS (US); SCHUETZLE ROBERT (US); GALLOWAY ANJA RUMPLECKER (US); MCGINNIS GLENN (US); MATTANA ALEX (US),WIPO,2023.0,2022.0,1
INFINIUM TECH LLC (US),SCHUETZLE ROBERT (US); SCHUETZLE DENNIS (US); GALLOWAY ANJA RUMPLECKER (US); GRIFFIN THOMAS P (US); HANBURY ORION (US); CALDWELL MATTHEW (US); DIKRAN SOLMON (US),WIPO,2024.0,2023.0,1
"INI POWER SYSTEMS INC (Morrisville, NC 27560, US)",MARKOWSKI LARRY J (US); SIMMONS TIMOTHY C (US),EP,2017.0,2015.0,1
INI POWER SYSTEMS INC (US),MARKOWSKI LARRY J (US); SIMMONS TIMOTHY C (US),WIPO,2016.0,2015.0,1
INNOVATIVE DEFENSE LLC (US),MUNSON DAVID MURRAY JR (US); COLLIER NICHOLAS (US),EP,2013.0,2011.0,1
INNOVATIVE DEFENSE LLC (US); MUNSON DAVID MURRAY JR (US); COLLIER NICHOLAS (US),MUNSON DAVID MURRAY JR (US); COLLIER NICHOLAS (US),WIPO,2011.0,2011.0,1
INST FRANCAIS DU PETROLE,DAUDIN ANTOINE; BOURNAY LAURENT; CHAPUS THIERRY,JP,2010.0,2009.0,1
"INST FRANCAIS DU PETROLE (92852 Rueil-Malmaison Cédex, FR)",DAUDIN ANTOINE (FR); BOURNAY LAURENT (FR); CHAPUS THIERRY (FR),EP,2010.0,2009.0,1
INST NAT CERCETARE DEZVOLTARE (RO),OANCEA FLORIN (RO); VELEA SANDRA (RO); STEPAN EMIL (RO); ILIE LUCIA (RO),WIPO,2015.0,2013.0,1
"INT AVIATION SUPPLY I A S S R L (72100 Brindisi BR, IT)",DE OTTO GIAN LIVIO (IT); GRASSO TEODORO (IT); LACAITA COSIMO (IT); MAIORANO ALESSANDRO (IT); MARTORANA VINCENZO (IT); RUGGIERO ANDREA (IT),EP,2020.0,2019.0,1
"INT AVIATION SUPPLY I A S S R L (72100 Brindisi BR, IT)",DE OTTO GIAN LIVIO (IT); GRASSO TEODORO (IT); LACAITA COSIMO (IT); MAIORANO ALESSANDRO (IT); MARTORANA VINCENZO (IT); RUGGIERO ANDREA (IT),EP,2023.0,2019.0,1
INT INST NAC DE TECNOLOGIA (BR); INST MILITAR DE ENGENHARIA IME (BR); FRAGA MARCO ANDRE (BR); BORGES LUIZ EDUARDO PIZARRO (BR); GONCALVES FLAVIO DOS REIS (BR),FRAGA MARCO ANDRE (BR); BORGES LUIZ EDUARDO PIZARRO (BR); GONCALVES FLAVIO DOS REIS (BR),WIPO,2012.0,2011.0,1
"INTEL CORP (Santa Clara, CA 95054, US)",PAAVOLA JUHA (US); MISHRA COLUMBIA (US); HUTTULA JUSTIN (US); CARBONE MARK (US),EP,2022.0,2021.0,1
"INTEL CORP (Santa Clara, CA 95054, US)",PAAVOLA JUHA (US); MISHRA COLUMBIA (US); HUTTULA JUSTIN (US); CARBONE MARK (US),EP,2024.0,2021.0,1
IOGEN CORP (CA),FOODY BRIAN (CA); THIJSSEN JOHANNES H J (US); FOODY PATRICK J (CA),WIPO,2023.0,2022.0,1
IOGEN CORP (CA),FOODY PATRICK J (CA),WIPO,2022.0,2022.0,1
IOGEN CORP (CA),FOODY PATRICK J (CA),WIPO,2023.0,2023.0,1
IP CONSORTIUM LTD (GB); ADDY SHAUN (GB),ADDY SHAUN (GB),WIPO,2010.0,2009.0,1
"ISOBIONICS B V (6167 RD Geleen, NL)",BEEKWILDER MARTINUS JULIUS (NL); STYLES MATTHEW QUINN (NL); VOS AURIN MINNERT (NL); HESSELINK THAMARA (NL); BOSCH HENDRIK JAN (NL),EP,2022.0,2020.0,1
ISOBIONICS B V (NL),BEEKWILDER MARTINUS JULIUS (NL); STYLES MATTHEW QUINN (NL); VOS AURIN MINNERT (NL); HESSELINK THAMARA (NL); BOSCH HENDRIK JAN (NL),WIPO,2022.0,2021.0,1
"Innovative Defense, LRC","Manson, David, Murray, Junior; Collier, Nicholas",JP,2013.0,2011.0,1
"Innovative Defense, LRC","Manson, David, Murray, Junior; Collier, Nicholas",JP,2016.0,2011.0,1
Isamu Nemoto,Isamu Nemoto,JP,2024.0,2022.0,1
Isobionics B.F.,"Beek Wilder, Martinus Julius; Stiles, Matthew Quinn; Foss, Aurin, Minnelt; hesselinck, samara; Bosch, Hendrik Yang",JP,2023.0,2021.0,1
Israel Aerospace Industries Limited,"Peleg, Eyal; Valency, Tomel; Barboy, Iran",JP,2021.0,2019.0,1
JAPAN AEROSPACE EXPLORATION,HAYASHI SHIGERU,JP,2006.0,2004.0,1
JAPAN AVIATION ELECTRON,YOKOTA KOICHI,JP,1994.0,1993.0,1
JAPAN AVIATION ELECTRON,YOKOTA KOICHI; HAGA YOSHIYUKI; OGATA SHIGEYUKI,JP,1995.0,1993.0,1
JOHNSON MATTHEY PLC (GB); CARPENTER IAN WILLIAM (GB); HAYES JOHN WILLIAM (GB),CARPENTER IAN WILLIAM (GB); HAYES JOHN WILLIAM (GB),WIPO,1999.0,1999.0,1
Japan Aerospace Exploration Agency,Shigeru Hayashi,JP,2011.0,2004.0,1
K R RAJISH (IN),K R RAJISH (IN),WIPO,2021.0,2020.0,1
KAARU FUROIDENBERUKU,UERUNAA SHEEFUAA; GERUHARUTO SHAUTO,JP,1997.0,1995.0,1
"KAREM AIRCRAFT INC (Lake Forest, CA 92630, US)",KAREM ABE (US); TIGNER BENJAMIN (US),EP,2018.0,2016.0,1
KAREM AIRCRAFT INC (US),KAREM ABE (US); TIGNER BENJAMIN (US),WIPO,2016.0,2016.0,2
KARPOV ANATOLY STEPANOVICH (RU); RACHUK VLADIMIR SERGEEVICH (RU); IVANOV ROBERT KONSTANTINOVICH (RU); MONAKHOV JURY VLADIMIROVICH (RU); KOVALEVSKY MIKHAIL MARKOVICH (RU); BORISOV ANDREI VLADIMIROVICH (RU),KARPOV ANATOLY STEPANOVICH (RU); RACHUK VLADIMIR SERGEEVICH (RU); IVANOV ROBERT KONSTANTINOVICH (RU); MONAKHOV JURY VLADIMIROVICH (RU); KOVALEVSKY MIKHAIL MARKOVICH (RU); BORISOV ANDREI VLADIMIROVICH (RU),WIPO,2001.0,1999.0,1
KASOWSKI ROBERT VALENTINE (US); SEMINARA HAHNAH KASOWSKI (US),KASOWSKI ROBERT (US); SEMINARA HAHNAH (US),WIPO,2023.0,2022.0,1
KASTENS KARL,KASTENS KARL DIPL ING (DE),DE,1987.0,1986.0,1
KAWASAKI HEAVY IND LTD,TANAKA TAITARO; OGAWA YASUHIRO; ASHIKAGA MITSUGI; IHI MASAHIRO; NAGATA YASUSHI,JP,1993.0,1991.0,1
KEPLER AEROSPACE LTD (US),DVORIN JASON (US); NELSON BRENT (US); SMITH MICHAEL (US),WIPO,2023.0,2022.0,1
KHARITONOV DMITRY NIKOLAEVICH (RU),KHARITONOV DMITRY NIKOLAEVICH (RU),WIPO,2017.0,2017.0,1
KIDDE TECH INC,GATSONIDES JOSEPHINE GABRIELLE; DUNSTER ROBERT G,JP,2011.0,2010.0,1
KLADOV ANATOLY FEDOROVICH (RU),KLADOV ANATOLY FEDOROVICH (RU),EP,1995.0,1992.0,1
KLADOV ANATOLY FEDOROVICH (RU),KLADOV ANATOLY FEDOROVICH (RU),EP,1996.0,1992.0,1
KLADOV ANATOLY FEDOROVICH (RU),KLADOV ANATOLY FEDOROVICH (RU),WIPO,1994.0,1992.0,1
KLINE & WALKER LLC (US); WALKER RICHARD C (US),WALKER RICHARD C (US),WIPO,2000.0,2000.0,1
KLINE & WALKER LLC (US); WALKER RICHARD C (US),WALKER RICHARD C (US),WIPO,2003.0,2002.0,1
KOTH PHILIP (US),KOTH PHILIP (US),WIPO,2009.0,2008.0,1
KRAFT RALF (DE); RICHARTS FRITZ (DE); SCHLITT RAINER (DE),SCHLITT RAINER (DE); RICHARTS FRITZ (DE); KRAFT RALF (SG),DE,2015.0,2014.0,1
KUDRIASHOV MIKHAIL ANATOLYEVICH (UA),KUDRIASHOV MIKHAIL ANATOLYEVICH (UA),WIPO,2021.0,2020.0,1
KUSE KOLJA (DE); WASCHL BRITTA (DE); FREIHERR VON UND ZU WEILER JOERG (DE),KUSE KOLJA (DE); WASCHL BRITTA (DE); FREIHERR VON UND ZU WEILER JÖRG (DE),WIPO,2023.0,2023.0,1
